City,Country,Region,Category,Climate,Best_Month,Attractions,Cuisine_Name,Flavor_Profile,Hotel_Name,Star_Rating,Price_Per_Night,Amenities,Weather_Type,Average_Temperature,Budget_Range,Activities
Bangkok,Thailand,Southeast Asia,city,Hot,Monsoon,Wat Arun; Chatuchak Market; Bangkok Landmark 1; Grand Palace; Bangkok Landmark 2,Pad Thai,Savory,Banyan Tree,4,160,Pool; Kids Club; Spa; Beach Access,Snowy,30.8,$528–$1152,culture
Santorini,Greece,Europe,island,Moderate,Summer,Red Beach; Fira; Oia; Santorini Landmark 2; Santorini Landmark 1,Tomatokeftedes,Savory,Mystique,3,199,Gym; Spa; Bar,Rainy,19.2,$1094–$2388,wildlife
Ahmedabad,India,South Asia,heritage,Hot,September,Sabarmati Ashram; Ahmedabad Landmark 1; Adalaj Stepwell; Ahmedabad Landmark 2; Akshardham Temple,Dhokla,Savory,Hyatt Ahmedabad,4,73,Pet Friendly; Conference Rooms; Spa; Pool,Windy,27.0,$722–$1576,spirituality; relaxation
Manali,India,South Asia,mountain,Cold,Autumn,Rohtang Pass; Hadimba Temple; Manali Landmark 1; Manali Landmark 2; Solang Valley,Trout Fish,Savory,The Himalayan,3,140,WiFi; Conference Rooms; Breakfast Included; Restaurant; Kids Club; Pool; Parking,Snowy,10.2,$770–$1680,culture; photography
Bengaluru,India,South Asia,city,Moderate,January,Cubbon Park; Lalbagh Botanical Garden; Bengaluru Palace; Bengaluru Landmark 2; Bengaluru Landmark 1,Idli,Savory,The Leela Palace,4,88,Airport Shuttle; Spa; Conference Rooms; Pet Friendly,Rainy,23.6,$484–$1056,culture
Bangkok,Thailand,Southeast Asia,city,Hot,December,Grand Palace; Wat Arun; Chatuchak Market; Bangkok Landmark 2; Bangkok Landmark 1,Pad Thai,Savory,Mandarin Oriental,5,83,Spa; Restaurant; Airport Shuttle; Gym; Breakfast Included; Pool; Conference Rooms,Windy,31.8,$821–$1792,shopping; food; historic tours
Hyderabad,India,South Asia,city,Hot,March,Hyderabad Landmark 1; Hussain Sagar; Hyderabad Landmark 2; Charminar; Ramoji Film City,Biryani,Savory,Taj Falaknuma,4,90,Spa; Conference Rooms; Parking,Hot,30.6,$891–$1944,photography; shopping; adventure; nightlife
Ho Chi Minh City,Vietnam,Southeast Asia,city,Hot,Autumn,Ho Chi Minh City Landmark 2; Ben Thanh Market; Cu Chi Tunnels; Ho Chi Minh City Landmark 1; War Remnants Museum,Banh Mi,Savory,Caravelle Saigon,4,92,Breakfast Included; Bar; Pool; Restaurant; WiFi; Beach Access,Rainy,23.0,$708–$1545,spirituality; historic tours; photography; food
Bali,Indonesia,East Asia,island,Hot,June,Uluwatu Temple; Seminyak Beach; Bali Landmark 2; Bali Landmark 1; Ubud Rice Terraces,Nasi Goreng,Savory,The Legian,4,181,Restaurant; Spa; WiFi; Conference Rooms,Humid,28.8,$597–$1303,nightlife; wildlife; food; relaxation
Phuket,Thailand,Southeast Asia,beach,Hot,January,Phi Phi Islands; Big Buddha; Patong Beach; Phuket Landmark 1; Phuket Landmark 2,Tom Yum Goong,Spicy,Phuket Marriott,4,129,Pet Friendly; Parking; Kids Club; Spa,Humid,23.6,$1419–$3096,food; nightlife
Los Angeles,USA,North America,city,Hot,September,Hollywood; Santa Monica Pier; Los Angeles Landmark 2; Los Angeles Landmark 1; Griffith Observatory,In-N-Out Burger,Savory,The Beverly Hills Hotel,3,164,Restaurant; Pool; Kids Club; Breakfast Included; Parking; Beach Access,Rainy,25.6,$902–$1968,relaxation; culture; hiking
Santiago,Chile,Europe,city,Moderate,Winter,Santiago Landmark 1; The Andes; Santiago Landmark 2; Plaza de Armas; Cerro San Cristobal,Empanadas,Savory,The Ritz-Carlton Santiago,5,275,Breakfast Included; Pool; Conference Rooms; Bar; Kids Club,Sunny,11.9,$1815–$3960,photography; skiing
Miami,USA,Oceania/Americas,beach,Hot,December,Miami Landmark 2; South Beach; Everglades; Art Deco District; Miami Landmark 1,Cuban Sandwich,Savory,Fontainebleau,5,124,Pool; Pet Friendly; Parking,Humid,26.0,$954–$2083,nightlife; hiking; historic tours
London,United Kingdom,Europe,city,Moderate,September,London Landmark 1; Buckingham Palace; British Museum; London Landmark 2; Tower of London,Fish and Chips,Savory,Claridge's,3,466,Airport Shuttle; Parking; Gym; Restaurant; Pet Friendly; Spa; Kids Club,Windy,19.6,$5126–$11184,water-sports; shopping; nightlife
Udaipur,India,South Asia,heritage,Moderate,Summer,Jagdish Temple; City Palace Udaipur; Lake Pichola; Udaipur Landmark 2; Udaipur Landmark 1,Laal Maas,Spicy,Taj Lake Palace,3,136,Airport Shuttle; Parking; Kids Club; Restaurant; Bar,Rainy,30.0,$1047–$2284,nightlife; adventure; water-sports; food
Rishikesh,India,South Asia,spiritual,Moderate,February,Laxman Jhula; Rishikesh Landmark 2; Triveni Ghat; Beatles Ashram; Rishikesh Landmark 1,Aloo Puri,Savory,Aloha on the Ganges,4,120,Pet Friendly; Beach Access; Kids Club,Humid,20.4,$660–$1440,skiing
Mumbai,India,South Asia,city,Hot,December,Marine Drive; Gateway of India; Mumbai Landmark 1; Mumbai Landmark 2; Elephanta Caves,Vada Pav,Spicy,Trident,5,94,Pool; Breakfast Included; Airport Shuttle; Spa; Restaurant; Pet Friendly; Beach Access,Rainy,35.8,$413–$902,nightlife
Marrakech,Morocco,Africa,heritage,Hot,Monsoon,Bahia Palace; Marrakech Landmark 2; Jemaa el-Fnaa; Marrakech Landmark 1; Majorelle Garden,Tagine,Savory,La Mamounia,4,215,Restaurant; Beach Access; Pet Friendly; WiFi; Spa; Breakfast Included; Conference Rooms,Sunny,30.1,$1419–$3096,shopping; adventure; spirituality; hiking
Rome,Italy,Europe,heritage,Moderate,April,Colosseum; Trevi Fountain; Rome Landmark 2; Rome Landmark 1; Vatican City,Carbonara,Savory,Hotel de Russie,4,288,WiFi; Restaurant; Parking; Beach Access; Kids Club; Bar,Windy,17.6,$2217–$4838,culture; adventure
Amsterdam,Netherlands,Europe,city,Moderate,September,Canals; Rijksmuseum; Amsterdam Landmark 1; Van Gogh Museum; Amsterdam Landmark 2,Stroopwafel,Sweet,Pulitzer Amsterdam,3,111,Gym; Spa; Pet Friendly; Breakfast Included,Rainy,6.8,$854–$1864,culture; water-sports
Queenstown,New Zealand,Oceania,mountain,Cold,Summer,Queenstown Landmark 1; Bungy Jumping; Milford Sound; Queenstown Landmark 2; Lake Wakatipu,Lamb Roast,Savory,Eichardt's,4,147,Gym; Airport Shuttle; Bar; Restaurant; Breakfast Included; WiFi; Conference Rooms,Windy,3.9,$808–$1764,skiing; photography; relaxation; food
New York,USA,North America,city,Moderate,Spring,Central Park; Times Square; New York Landmark 1; Statue of Liberty; New York Landmark 2,New York Pizza,Savory,Four Seasons New York,4,579,Spa; Beach Access; Breakfast Included; Airport Shuttle; Pet Friendly; Gym; Parking,Windy,12.7,$5095–$11116,shopping; relaxation; photography
Pondicherry,India,South Asia,beach,Moderate,October,French Quarter; Auroville; Pondicherry Landmark 1; Promenade Beach; Pondicherry Landmark 2,Seafood Thali,Savory,Palais de Mahe,3,127,Parking; Spa; WiFi; Pool,Humid,25.6,$1257–$2743,historic tours; culture; food; shopping
Barcelona,Spain,Europe,city,Moderate,September,Barcelona Landmark 2; Park Güell; Barcelona Landmark 1; La Rambla; Sagrada Familia,Paella,Savory,W Barcelona,3,202,WiFi; Parking; Airport Shuttle,Snowy,17.4,$1111–$2424,nightlife; spirituality; hiking; wildlife
Rio de Janeiro,Brazil,Africa,beach,Hot,May,Copacabana; Christ the Redeemer; Sugarloaf Mountain; Rio de Janeiro Landmark 1; Rio de Janeiro Landmark 2,Feijoada,Savory,Belmond Copacabana Palace,3,161,Breakfast Included; WiFi; Pool; Spa; Conference Rooms,Sunny,30.9,$1593–$3477,skiing; nightlife; photography; water-sports
Zurich,Switzerland,Europe,city,Cold,February,Zurich Landmark 1; Old Town; Zurich Landmark 2; Uetliberg; Lake Zurich,Fondue,Savory,Park Hyatt Zurich,4,395,Beach Access; Kids Club; Restaurant; Pet Friendly,Snowy,4.9,$3476–$7584,historic tours; adventure; spirituality
Singapore,Singapore,Southeast Asia,city,Hot,Spring,Singapore Landmark 2; Sentosa; Marina Bay Sands; Gardens by the Bay; Singapore Landmark 1,Chilli Crab,Spicy,Marina Bay Sands,5,185,Breakfast Included; WiFi; Kids Club; Gym; Airport Shuttle; Parking,Snowy,25.1,$2035–$4440,photography; historic tours; culture; spirituality
Shimla,India,South Asia,mountain,Cold,October,Jakhoo Temple; Mall Road; Christ Church; Shimla Landmark 2; Shimla Landmark 1,Channa Madra,Savory,The Oberoi Cecil,4,65,Kids Club; Restaurant; Bar; Pet Friendly; Airport Shuttle,Sunny,31.6,$500–$1092,historic tours; wildlife; spirituality
New York,USA,North America,city,Moderate,May,Central Park; New York Landmark 2; Times Square; New York Landmark 1; Statue of Liberty,New York Pizza,Savory,The St. Regis,4,471,Spa; Gym; Pool,Sunny,6.1,$2072–$4521,food; historic tours
Lima,Peru,Europe,city,Moderate,Autumn,Lima Landmark 2; Lima Landmark 1; Miraflores; Historic Centre; Parque Kennedy,Ceviche,Savory,Belmond Miraflores,5,156,Spa; WiFi; Pool,Rainy,17.9,$1716–$3744,skiing
Queenstown,New Zealand,Oceania,mountain,Cold,July,Queenstown Landmark 1; Lake Wakatipu; Queenstown Landmark 2; Bungy Jumping; Milford Sound,Lamb Roast,Savory,Matakauri Lodge,5,148,Parking; Gym; Restaurant; Beach Access; Breakfast Included,Sunny,3.5,$651–$1420,food; spirituality
Hanoi,Vietnam,Southeast Asia,city,Moderate,October,Hanoi Landmark 2; Hanoi Landmark 1; Temple of Literature; Hoan Kiem Lake; Old Quarter,Pho,Savory,Sofitel Legend Metropole,4,112,Conference Rooms; Bar; Spa; WiFi; Parking; Airport Shuttle,Humid,15.5,$492–$1075,food
Buenos Aires,Argentina,South America,city,Moderate,January,Plaza de Mayo; Buenos Aires Landmark 1; Recoleta; La Boca; Buenos Aires Landmark 2,Asado,Savory,Faena Hotel,3,125,Airport Shuttle; Breakfast Included; Restaurant; Kids Club; Bar; WiFi,Cold,25.9,$1375–$3000,skiing; food; wildlife
Cairo,Egypt,Africa,heritage,Hot,Monsoon,Pyramids of Giza; Cairo Landmark 1; Khan el-Khalili; Egyptian Museum; Cairo Landmark 2,Koshari,Savory,Marriott Mena House,5,201,Airport Shuttle; Pet Friendly; Restaurant; Conference Rooms; Pool; Beach Access; WiFi,Humid,30.4,$1547–$3376,adventure; relaxation; food; hiking
Hyderabad,India,South Asia,city,Hot,January,Hyderabad Landmark 1; Ramoji Film City; Charminar; Hussain Sagar; Hyderabad Landmark 2,Biryani,Savory,ITC Kakatiya,5,77,Conference Rooms; Restaurant; Breakfast Included; WiFi,Snowy,32.7,$508–$1108,nightlife
Kuala Lumpur,Malaysia,Europe,city,Hot,Winter,Kuala Lumpur Landmark 1; Kuala Lumpur Landmark 2; Batu Caves; Petronas Towers; Bukit Bintang,Nasi Lemak,Savory,Traders Hotel,3,91,Kids Club; WiFi; Airport Shuttle; Parking,Sunny,29.1,$500–$1092,skiing; food; photography; shopping
Prague,Czech Republic,Europe,heritage,Moderate,Autumn,Prague Castle; Prague Landmark 1; Charles Bridge; Old Town Square; Prague Landmark 2,Trdelnik,Sweet,Four Seasons Prague,5,93,Airport Shuttle; Parking; Pet Friendly,Rainy,10.9,$613–$1339,culture; shopping; adventure; nightlife
Ho Chi Minh City,Vietnam,Southeast Asia,city,Hot,December,Ho Chi Minh City Landmark 2; Ho Chi Minh City Landmark 1; War Remnants Museum; Cu Chi Tunnels; Ben Thanh Market,Banh Mi,Savory,The Myst Dong Khoi,5,125,Beach Access; Bar; Breakfast Included; Pet Friendly,Sunny,24.5,$412–$900,historic tours; food
Venice,Italy,Europe,heritage,Moderate,May,Venice Landmark 1; Doge's Palace; Venice Landmark 2; Grand Canal; St. Mark's Square,Sarde in Saor,Savory,Belmond Hotel Cipriani,4,190,Conference Rooms; Spa; WiFi; Bar; Beach Access,Rainy,18.5,$1463–$3192,adventure; photography; skiing; culture
Cape Town,South Africa,Africa,city,Moderate,Summer,V&A Waterfront; Cape Town Landmark 2; Cape Town Landmark 1; Table Mountain; Robben Island,Bobotie,Savory,The Silo Hotel,4,246,Bar; Parking; Airport Shuttle; Pet Friendly; Breakfast Included; Pool,Windy,20.0,$1623–$3542,water-sports; shopping
Lima,Peru,Europe,city,Moderate,March,Lima Landmark 2; Historic Centre; Lima Landmark 1; Miraflores; Parque Kennedy,Ceviche,Savory,Belmond Miraflores,3,151,Airport Shuttle; Bar; Kids Club; Breakfast Included; Gym,Windy,22.4,$664–$1449,shopping; wildlife; skiing
Nairobi,Kenya,Oceania,safari,Hot,Monsoon,Nairobi Landmark 2; Nairobi Landmark 1; Karen Blixen Museum; Giraffe Centre; Nairobi National Park,Nyama Choma,Savory,Giraffe Manor,5,142,Spa; Bar; WiFi; Kids Club; Conference Rooms; Gym; Restaurant,Rainy,28.7,$1405–$3067,adventure; water-sports; relaxation
Jaipur,India,South Asia,heritage,Hot,February,Hawa Mahal; Amber Fort; Jaipur Landmark 2; Jaipur Landmark 1; City Palace,Dal Baati Churma,Savory,ITC Rajputana,4,167,Spa; Breakfast Included; Gym,Snowy,24.6,$1653–$3607,photography; water-sports
Varanasi,India,South Asia,spiritual,Moderate,November,Sarnath; Varanasi Landmark 1; Kashi Vishwanath; Dashashwamedh Ghat; Varanasi Landmark 2,Kachori Sabzi,Spicy,Hotel Ganges View,3,88,Parking; Restaurant; WiFi,Windy,26.5,$774–$1689,nightlife
Goa,India,South Asia,beach,Hot,Autumn,Anjuna Flea Market; Fort Aguada; Baga Beach; Goa Landmark 2; Goa Landmark 1,Goan Fish Curry,Spicy,Fortune Resort,4,113,Airport Shuttle; WiFi; Beach Access; Pool; Restaurant; Parking; Bar,Humid,21.4,$745–$1627,relaxation; water-sports; shopping; spirituality
Zurich,Switzerland,Europe,city,Cold,Autumn,Zurich Landmark 2; Lake Zurich; Old Town; Zurich Landmark 1; Uetliberg,Fondue,Savory,Park Hyatt Zurich,4,396,Bar; Pool; Airport Shuttle; Pet Friendly,Rainy,5.6,$2178–$4752,food
Rome,Italy,Europe,heritage,Moderate,May,Rome Landmark 2; Colosseum; Vatican City; Rome Landmark 1; Trevi Fountain,Carbonara,Savory,Rome Cavalieri,4,184,Pet Friendly; Bar; Gym; WiFi; Breakfast Included; Airport Shuttle; Restaurant,Snowy,26.3,$1416–$3091,culture; spirituality; adventure
Istanbul,Turkey,North America,heritage,Moderate,April,Grand Bazaar; Topkapi Palace; Hagia Sophia; Istanbul Landmark 2; Istanbul Landmark 1,Kebab,Savory,Ciragan Palace,3,212,Parking; Pet Friendly; Bar; Kids Club; Restaurant; Breakfast Included,Windy,18.7,$2098–$4579,culture; spirituality; relaxation
Udaipur,India,South Asia,heritage,Moderate,Summer,Udaipur Landmark 1; Lake Pichola; City Palace Udaipur; Jagdish Temple; Udaipur Landmark 2,Laal Maas,Spicy,Taj Lake Palace,4,155,Spa; Pet Friendly; Airport Shuttle,Sunny,23.6,$852–$1860,skiing; relaxation; culture; adventure
Kathmandu,Nepal,South Asia,heritage,Moderate,Summer,Basantapur Durbar Square; Kathmandu Landmark 2; Kathmandu Landmark 1; Boudhanath Stupa; Pashupatinath,Momo,Savory,Hotel Yak & Yeti,4,54,Airport Shuttle; Bar; WiFi; Breakfast Included,Windy,20.8,$415–$907,relaxation
Banff,Canada,North America,mountain,Cold,Spring,Banff Landmark 2; Moraine Lake; Lake Louise; Banff Landmark 1; Banff Gondola,Canadian Pancakes,Sweet,Rimrock Resort,4,239,Spa; Pool; Airport Shuttle; Pet Friendly; Bar; Parking,Snowy,7.6,$2366–$5162,skiing; spirituality; water-sports
Melbourne,Australia,Oceania,city,Moderate,Spring,Melbourne Landmark 2; Great Ocean Road; Royal Botanic Gardens; Federation Square; Melbourne Landmark 1,Flat White,Savory,Crown Towers,5,191,Pool; Kids Club; Airport Shuttle; Gym; Breakfast Included,Sunny,13.1,$1890–$4125,photography; water-sports
Ahmedabad,India,South Asia,heritage,Hot,June,Ahmedabad Landmark 1; Ahmedabad Landmark 2; Adalaj Stepwell; Akshardham Temple; Sabarmati Ashram,Dhokla,Savory,Hyatt Ahmedabad,4,69,Gym; Pet Friendly; Kids Club; WiFi,Snowy,32.6,$531–$1159,culture
Amsterdam,Netherlands,Europe,city,Moderate,May,Canals; Amsterdam Landmark 2; Van Gogh Museum; Amsterdam Landmark 1; Rijksmuseum,Stroopwafel,Sweet,Ambassade Hotel,4,189,Breakfast Included; Restaurant; Beach Access; Pool; Gym,Rainy,13.7,$1455–$3175,adventure; historic tours; culture; water-sports
Zurich,Switzerland,Europe,city,Cold,Winter,Zurich Landmark 1; Old Town; Zurich Landmark 2; Uetliberg; Lake Zurich,Fondue,Savory,Baur au Lac,3,239,Conference Rooms; Pet Friendly; Beach Access; Breakfast Included; Airport Shuttle,Snowy,5.5,$1051–$2294,relaxation; food; wildlife; spirituality
Goa,India,South Asia,beach,Hot,Winter,Baga Beach; Anjuna Flea Market; Goa Landmark 1; Fort Aguada; Goa Landmark 2,Goan Fish Curry,Spicy,Alila Diwa,5,101,Kids Club; WiFi; Breakfast Included; Spa; Parking; Restaurant,Sunny,31.5,$777–$1696,spirituality; nightlife
Phuket,Thailand,Southeast Asia,beach,Hot,November,Phuket Landmark 2; Phi Phi Islands; Big Buddha; Patong Beach; Phuket Landmark 1,Tom Yum Goong,Spicy,Phuket Marriott,5,145,Kids Club; Restaurant; WiFi; Beach Access; Gym; Bar,Snowy,22.1,$638–$1392,relaxation; hiking
Hawaii (Oahu),USA,North America,island,Hot,Monsoon,Waikiki Beach; Haleakala; Road to Hana; Hawaii (Oahu) Landmark 1; Hawaii (Oahu) Landmark 2,Poke,Savory,Four Seasons Hualalai,5,248,Bar; Pet Friendly; Conference Rooms; Parking; Breakfast Included; Spa,Humid,21.6,$1364–$2976,photography
New York,USA,North America,city,Moderate,Monsoon,Central Park; New York Landmark 2; New York Landmark 1; Statue of Liberty; Times Square,New York Pizza,Savory,The Plaza,3,274,Gym; WiFi; Conference Rooms; Pool; Bar; Breakfast Included; Beach Access,Snowy,15.2,$1507–$3288,shopping; water-sports; skiing; nightlife
Lima,Peru,Europe,city,Moderate,February,Lima Landmark 1; Lima Landmark 2; Historic Centre; Parque Kennedy; Miraflores,Ceviche,Savory,JW Marriott,4,190,Conference Rooms; Restaurant; Spa; Gym; Pool,Moderate,21.6,$836–$1824,water-sports; shopping
Santiago,Chile,Europe,city,Moderate,September,Santiago Landmark 1; The Andes; Cerro San Cristobal; Santiago Landmark 2; Plaza de Armas,Empanadas,Savory,The Ritz-Carlton Santiago,4,263,Airport Shuttle; Bar; Conference Rooms,Humid,19.8,$1446–$3156,skiing; spirituality
Marrakech,Morocco,Africa,heritage,Hot,March,Bahia Palace; Marrakech Landmark 1; Majorelle Garden; Jemaa el-Fnaa; Marrakech Landmark 2,Tagine,Savory,El Fenn,3,137,Airport Shuttle; Conference Rooms; Gym,Sunny,30.2,$452–$986,adventure; spirituality; shopping
Prague,Czech Republic,Europe,heritage,Moderate,Autumn,Prague Castle; Old Town Square; Charles Bridge; Prague Landmark 2; Prague Landmark 1,Trdelnik,Sweet,Aria Hotel,4,68,Restaurant; Beach Access; Spa,Windy,4.4,$748–$1632,skiing
Helsinki,Finland,Southeast Asia,city,Cold,Autumn,Suomenlinna; Helsinki Cathedral; Helsinki Landmark 2; Market Square; Helsinki Landmark 1,Salmiakki,Savory,Hilton Helsinki,4,145,Bar; Pet Friendly; Airport Shuttle,Rainy,-0.9,$1276–$2784,skiing; water-sports; historic tours
Fiji,Fiji,South Asia,island,Hot,Autumn,Coral Coast; Fiji Landmark 2; Garden of the Sleeping Giant; Mamanuca Islands; Fiji Landmark 1,Kokoda,Savory,Jean-Michel Cousteau,4,253,Restaurant; WiFi; Spa; Pet Friendly,Rainy,25.2,$2783–$6072,food; photography; wildlife; shopping
Bangkok,Thailand,Southeast Asia,city,Hot,November,Bangkok Landmark 1; Grand Palace; Bangkok Landmark 2; Wat Arun; Chatuchak Market,Pad Thai,Savory,Banyan Tree,4,148,Beach Access; Pet Friendly; Gym,Rainy,36.7,$1139–$2486,food; relaxation; adventure; culture
Queenstown,New Zealand,Oceania,mountain,Cold,August,Bungy Jumping; Queenstown Landmark 2; Queenstown Landmark 1; Milford Sound; Lake Wakatipu,Lamb Roast,Savory,Eichardt's,4,194,Gym; WiFi; Conference Rooms; Pet Friendly; Restaurant; Beach Access,Rainy,2.9,$853–$1862,hiking; culture; water-sports; skiing
Pondicherry,India,South Asia,beach,Moderate,October,Pondicherry Landmark 1; Auroville; Pondicherry Landmark 2; French Quarter; Promenade Beach,Seafood Thali,Savory,Palais de Mahe,4,100,Bar; Beach Access; Airport Shuttle; Breakfast Included; Restaurant; WiFi,Snowy,31.5,$550–$1200,photography
Cape Town,South Africa,Africa,city,Moderate,March,Table Mountain; Cape Town Landmark 2; Robben Island; Cape Town Landmark 1; V&A Waterfront,Bobotie,Savory,One&Only Cape Town,4,340,Beach Access; Bar; Kids Club,Rainy,14.9,$2618–$5712,photography
Tokyo,Japan,East Asia,city,Moderate,April,Shibuya Crossing; Tokyo Tower; Tokyo Landmark 2; Tokyo Landmark 1; Sensoji Temple,Sushi,Savory,The Peninsula,4,122,Parking; Restaurant; Airport Shuttle; Pool; Conference Rooms; Gym,Humid,13.5,$1342–$2928,culture; spirituality
Marrakech,Morocco,Africa,heritage,Hot,April,Marrakech Landmark 2; Jemaa el-Fnaa; Majorelle Garden; Bahia Palace; Marrakech Landmark 1,Tagine,Savory,La Mamounia,4,253,Airport Shuttle; Parking; Restaurant; Pet Friendly; Spa; Gym; Breakfast Included,Windy,24.0,$2504–$5464,water-sports; photography; culture
Hanoi,Vietnam,Southeast Asia,city,Moderate,Spring,Hoan Kiem Lake; Hanoi Landmark 2; Old Quarter; Temple of Literature; Hanoi Landmark 1,Pho,Savory,Sofitel Legend Metropole,5,99,WiFi; Spa; Airport Shuttle; Restaurant; Gym,Windy,22.7,$1089–$2376,wildlife; food; shopping
Istanbul,Turkey,North America,heritage,Moderate,Autumn,Grand Bazaar; Istanbul Landmark 1; Topkapi Palace; Istanbul Landmark 2; Hagia Sophia,Kebab,Savory,Four Seasons Istanbul,5,160,Spa; Airport Shuttle; Beach Access,Humid,16.6,$704–$1536,food
